drug_a	drug_b	cell_line	label	fold
MK-1775	Linsitinib	MDA-MB-361	0	2
SB505124	MK-2206	RKO	0	2
Palbociclib	AZD7762	LS-411N	0	2
Axitinib	NU7441	EVSA-T	0	2
Crizotinib	Taselisib	EFM-19	0	2
Paclitaxel	Irinotecan	PANC-10-05	0	2
5-Fluorouracil	Taselisib	MCF7	0	2
Sapitinib	SB216763	EFM-192A	0	2
Camptothecin	Crizotinib	SNU-C2B	0	2
Taselisib	Bortezomib	MDA-MB-361	0	2
Navitoclax	Uprosertib	MCF7	0	2
Sorafenib	Oxaliplatin	CAPAN-1	0	2
5-Fluorouracil	RO-3306	HCC2218	0	2
SCH772984	OSI-027	Hs-766T	0	2
Bortezomib	JQ1	HCC1937	0	2
Navitoclax	Dasatinib	Hs-766T	0	2
MK-1775	Axitinib	EVSA-T	0	2
Temozolomide	BI-2536	HCC1937	0	2
Trametinib	Dabrafenib	RKO	0	2
5-Fluorouracil	ZM447439	EFM-19	0	2
Palbociclib	Navitoclax	PA-TU-8902	0	2
AZD7762	MK-1775	PANC-10-05	0	2
AZD8055	SB216763	SW1463	0	2
OSI-027	Galunisertib	CAPAN-1	0	2
5-Fluorouracil	BMS-754807	SW1417	0	2
Cisplatin	Wee1 Inhibitor	EFM-19	0	2
MK-1775	LGK974	HT55	0	2
Axitinib	Luminespib	HCC1419	0	2
Afatinib	Sapitinib	SW837	0	2
5-Fluorouracil	SCH772984	SW1463	0	2
Axitinib	Doramapimod	MCF7	1	2
Camptothecin	Oxaliplatin	RKO	0	2
MK-1775	BMS-754807	LS-411N	0	2
Trametinib	Irinotecan	PA-TU-8902	0	2
Taselisib	Linsitinib	EFM-19	1	2
Bortezomib	MK-1775	HCC2218	0	2
Dactolisib	Cisplatin	PA-TU-8902	0	2
Ruxolitinib	Trametinib	Hs-766T	0	2
Sapitinib	5-Fluorouracil	SW837	0	2
Axitinib	5-Fluorouracil	HCC1937	0	2
Luminespib	AZD8055	MCF7	0	2
Olaparib	Linsitinib	MCF7	0	2
SCH772984	Olaparib	HT55	0	2
Docetaxel	Bortezomib	EVSA-T	0	2
Erlotinib	Crizotinib	CAPAN-1	1	2
SCH772984	Paclitaxel	PANC-03-27	0	2
Sorafenib	Crizotinib	Hs-766T	0	2
Luminespib	Vorinostat	EFM-19	0	2
OSI-027	Olaparib	AsPC-1	0	2
Lapatinib	Alpelisib	BT-20	0	2
OSI-027	Sorafenib	HCC1419	0	2
Olaparib	Ribociclib	EVSA-T	0	2
Crizotinib	Tozasertib	MDA-MB-361	0	2
Navitoclax	SCH772984	BT-20	1	2
Cisplatin	5-Fluorouracil	Hs-766T	0	2
Palbociclib	SCH772984	HCC1937	0	2
Ruxolitinib	Erlotinib	PANC-10-05	0	2
Dabrafenib	Trametinib	SW1463	0	2
Trametinib	Camptothecin	RKO	0	2
Dasatinib	Erlotinib	Hs-766T	0	2
Irinotecan	Dactolisib	AsPC-1	0	2
Palbociclib	MK-2206	RKO	0	2
AZD7762	MK-1775	AsPC-1	0	2
Olaparib	Navitoclax	MDA-MB-361	0	2
Temozolomide	BI-2536	BT-20	0	2
OSI-027	AZD8055	HCC1419	0	2
OSI-027	KU-55933	HCC1419	0	2
Cisplatin	Olaparib	Hs-766T	0	2
MK-1775	PF-4708671	EFM-192A	0	2
Palbociclib	Cisplatin	MDA-MB-361	0	2
Lapatinib	PD173074	HCC1419	0	2
Vorinostat	Pictilisib	HCC1937	0	2
MK-1775	ZM447439	EFM-19	0	2
Camptothecin	MK-1775	HT55	0	2
Crizotinib	Dabrafenib	MDA-MB-361	0	2
Crizotinib	Palbociclib	SW1417	0	2
AZD7762	Oxaliplatin	PANC-03-27	0	2
Crizotinib	Afatinib	SNU-C2B	0	2
AZD7762	Luminespib	MCF7	0	2
Temozolomide	MK-1775	BT-20	0	2
Luminespib	Wee1 Inhibitor	BT-20	0	2
Olaparib	Gemcitabine	PANC-02-03	0	2
Cisplatin	AZD8055	HCC1937	0	2
Luminespib	Bortezomib	EFM-192A	0	2
Navitoclax	Trametinib	MCF7	0	2
Gemcitabine	Dabrafenib	MDA-MB-361	0	2
Dabrafenib	AZD4547	SW1463	0	2
PD173074	OSI-027	HCC2218	0	2
SCH772984	Afatinib	LS-411N	0	2
PD173074	RO-3306	EFM-19	0	2
Luminespib	Uprosertib	EFM-19	0	2
Taselisib	Axitinib	BT-20	0	2
5-Fluorouracil	Alisertib	HCC1419	0	2
SCH772984	AZD7762	SW48	0	2
Trametinib	Alpelisib	HCC2218	1	2
Linsitinib	Venetoclax	HCC1419	0	2
OSI-027	Lapatinib	MCF7	0	2
Lapatinib	Camptothecin	MCF7	0	2
Taselisib	Bortezomib	MCF7	0	2
MK-2206	Navitoclax	BT-20	0	2
Crizotinib	PF-4708671	EFM-192A	0	2
Navitoclax	Axitinib	MCF7	0	2
Palbociclib	Entinostat	EFM-192A	0	2
Vorinostat	Alpelisib	EFM-192A	1	2
OSI-027	NU7441	HCC1937	0	2
Olaparib	Linsitinib	PANC-02-03	0	2
Vorinostat	Crizotinib	HCC2218	0	2
Olaparib	LGK974	AsPC-1	0	2
Olaparib	AZD4547	SW1463	0	2
BMS-754807	Camptothecin	LS-411N	0	2
Luminespib	Doramapimod	HCC2218	0	2
Sapitinib	Cisplatin	BT-20	0	2
Crizotinib	BI-2536	EFM-192A	0	2
AZD7762	Sapitinib	MCF7	0	2
MK-1775	Linsitinib	AsPC-1	0	2
MK-2206	Irinotecan	AsPC-1	0	2
OSI-027	Palbociclib	HCC1419	0	2
AZD8055	Crizotinib	SW1417	0	2
Axitinib	Navitoclax	BT-20	1	2
SB505124	Dabrafenib	LoVo	0	2
Linsitinib	Erlotinib	Hs-766T	0	2
OSI-027	GSK269962A	EFM-19	0	2
Palbociclib	Paclitaxel	EVSA-T	0	2
Trametinib	Dabrafenib	SW1417	0	2
5-Fluorouracil	Tozasertib	BT-20	0	2
Olaparib	MK-2206	HCC1419	0	2
Lapatinib	Dactolisib	CAPAN-1	0	2
Afatinib	AZD7762	SW48	0	2
MK-2206	AZD7762	PANC-03-27	0	2
Taselisib	Galunisertib	PANC-03-27	0	2
Trametinib	PF-4708671	HCC1419	0	2
Taselisib	Linsitinib	EVSA-T	0	2
Lapatinib	Uprosertib	MDA-MB-361	0	2
Taselisib	Linsitinib	LS-411N	1	2
Vorinostat	Entinostat	EFM-19	0	2
Sapitinib	Gemcitabine	BT-20	0	2
MK-1775	Tozasertib	EVSA-T	0	2
OSI-027	Vorinostat	MDA-MB-361	0	2
Temozolomide	Tozasertib	HCC1937	0	2
Palbociclib	Trametinib	SNU-C2B	0	2
Crizotinib	Dactolisib	Hs-766T	0	2
Linsitinib	MK-2206	HT55	0	2
Erlotinib	AZD7762	PANC-10-05	0	2
MK-1775	Alisertib	BT-20	0	2
Vorinostat	GSK269962A	MCF7	0	2
Taselisib	Paclitaxel	MCF7	0	2
Bortezomib	5-Fluorouracil	HCC1937	0	2
Vorinostat	Camptothecin	EVSA-T	0	2
MK-1775	Lapatinib	MCF7	0	2
Vinorelbine	MK-2206	SNU-C2B	1	2
PD173074	Ribociclib	MDA-MB-361	0	2
Pictilisib	Doramapimod	EFM-19	0	2
Olaparib	Paclitaxel	HCC1937	0	2
Bortezomib	AZD8055	EFM-192A	0	2
Taselisib	Gemcitabine	EFM-19	0	2
Lapatinib	Palbociclib	MCF7	0	2
5-Fluorouracil	AZD6482	HCC1419	0	2
Taselisib	Crizotinib	SNU-C2B	0	2
Trametinib	5-Fluorouracil	LoVo	0	2
Navitoclax	AZD7762	EFM-192A	0	2
Trametinib	AZD8055	HCC1937	0	2
Crizotinib	Nilotinib	EFM-192A	0	2
BMS-754807	AZD8055	SW48	0	2
Cisplatin	PD173074	EFM-19	0	2
Oxaliplatin	MK-2206	LoVo	0	2
Dasatinib	LGK974	Hs-766T	0	2
SB505124	Camptothecin	SNU-C2B	0	2
Navitoclax	SCH772984	PANC-02-03	1	2
MK-2206	Olaparib	EFM-19	0	2
PD173074	Luminespib	EFM-192A	0	2
Pictilisib	Sorafenib	MDA-MB-361	0	2
LGK974	AZD7762	LS-411N	0	2
Linsitinib	MK-1775	HT55	0	2
Linsitinib	Palbociclib	RKO	0	2
MK-1775	Taselisib	Hs-766T	0	2
Palbociclib	MK-2206	AsPC-1	0	2
Linsitinib	OSI-027	PANC-03-27	1	2
Afatinib	Camptothecin	LS-411N	0	2
Cisplatin	Dactolisib	CAPAN-1	0	2
Docetaxel	GSK269962A	MDA-MB-361	0	2
Olaparib	Crizotinib	HCC1419	0	2
Sapitinib	Venetoclax	HCC1419	0	2
Navitoclax	Sorafenib	MCF7	0	2
AZD7762	Olaparib	SW1417	0	2
Trametinib	Sapitinib	SW1463	0	2
Crizotinib	Olaparib	PANC-02-03	0	2
SCH772984	Galunisertib	Hs-766T	0	2
Palbociclib	Luminespib	HCC2218	0	2
Docetaxel	Taselisib	HCC1419	0	2
Vorinostat	Pictilisib	EFM-192A	0	2
AZD7762	Trametinib	SW1463	0	2
SCH772984	Galunisertib	PANC-03-27	0	2
Linsitinib	AZD7762	AsPC-1	0	2
Navitoclax	Lapatinib	HCC1937	1	2
Sapitinib	AZD8055	LoVo	0	2
BMS-754807	AZD8055	SNU-C2B	0	2
Oxaliplatin	LGK974	SW837	0	2
MK-1775	Sapitinib	MCF7	0	2
Axitinib	Pictilisib	MCF7	0	2
Temozolomide	Luminespib	EFM-192A	0	2
Lapatinib	Cisplatin	PA-TU-8902	0	2
MK-2206	Paclitaxel	AsPC-1	0	2
Gemcitabine	Navitoclax	AsPC-1	0	2
MK-2206	Dabrafenib	SW1463	0	2
Galunisertib	Oxaliplatin	PANC-10-05	0	2
5-Fluorouracil	LGK974	SW48	0	2
Linsitinib	Taselisib	SW1463	0	2
Trametinib	Afatinib	SW48	0	2
Trametinib	Vinorelbine	RKO	0	2
Crizotinib	MK-2206	LoVo	1	2
Afatinib	AZD7762	LS-411N	0	2
Taselisib	SB505124	SW1417	0	2
Pictilisib	Entinostat	HCC1419	0	2
Lapatinib	Wee1 Inhibitor	BT-20	0	2
Luminespib	Ribociclib	MDA-MB-361	0	2
Axitinib	Cisplatin	MDA-MB-361	0	2
Bortezomib	Alisertib	HCC1419	0	2
MK-1775	Sorafenib	BT-20	0	2
Oxaliplatin	Trametinib	PANC-10-05	0	2
MK-1775	Taselisib	CAPAN-1	0	2
Gemcitabine	KU-55933	MCF7	0	2
Crizotinib	AZD6482	HCC2218	0	2
Cisplatin	Linsitinib	HCC2218	0	2
Palbociclib	BMS-754807	RKO	0	2
Ruxolitinib	Olaparib	PANC-02-03	0	2
Cisplatin	ZM447439	HCC2218	0	2
Docetaxel	Sapitinib	BT-20	0	2
Docetaxel	Sapitinib	HCC1419	0	2
Temozolomide	Bortezomib	MDA-MB-361	0	2
Cisplatin	GSK269962A	HCC1937	0	2
Dabrafenib	SB216763	LS-411N	0	2
Vinorelbine	Dabrafenib	SW1463	0	2
MK-2206	Irinotecan	PA-TU-8902	0	2
AZD8055	Taselisib	HT55	0	2
Trametinib	Gemcitabine	Hs-766T	0	2
Crizotinib	AZD4547	SW48	0	2
Bortezomib	Uprosertib	BT-20	0	2
Temozolomide	Gemcitabine	HCC1419	0	2
Navitoclax	Tozasertib	HCC1419	0	2
Taselisib	Vorinostat	HCC2218	0	2
Dasatinib	MK-2206	PANC-10-05	0	2
Docetaxel	Afatinib	EVSA-T	0	2
Crizotinib	SB505124	RKO	0	2
BMS-754807	MK-1775	HT55	0	2
Olaparib	SCH772984	LS-411N	0	2
Gemcitabine	Doramapimod	HCC1419	0	2
Irinotecan	LGK974	PANC-02-03	0	2
Temozolomide	5-Fluorouracil	EFM-192A	0	2
Olaparib	LGK974	PANC-02-03	0	2
5-Fluorouracil	Wee1 Inhibitor	HCC1937	0	2
Linsitinib	Gemcitabine	PANC-10-05	0	2
Crizotinib	PF-4708671	BT-20	0	2
Olaparib	Uprosertib	HCC1937	0	2
BMS-754807	5-Fluorouracil	LS-411N	0	2
Navitoclax	Linsitinib	HCC1937	0	2
Temozolomide	Nilotinib	HCC1937	0	2
MK-1775	LGK974	AsPC-1	0	2
Irinotecan	Taselisib	CAPAN-1	0	2
MK-1775	Afatinib	HCC1937	0	2
Axitinib	Entinostat	EVSA-T	0	2
Lapatinib	PF-4708671	MCF7	0	2
Palbociclib	Crizotinib	LoVo	0	2
Paclitaxel	Crizotinib	PANC-02-03	0	2
Dactolisib	Palbociclib	CAPAN-1	0	2
Gemcitabine	Tozasertib	MCF7	0	2
Luminespib	Bortezomib	HCC1937	0	2
Gemcitabine	Erlotinib	Hs-766T	0	2
Axitinib	Temozolomide	HCC1937	0	2
Olaparib	Pictilisib	EFM-192A	0	2
PD173074	Dabrafenib	HCC2218	0	2
Crizotinib	Wee1 Inhibitor	BT-20	0	2
Bortezomib	Navitoclax	HCC1419	0	2
MK-1775	Linsitinib	HT55	0	2
Pictilisib	JQ1	HCC2218	0	2
AZD8055	SCH772984	HT55	0	2
Olaparib	BI-2536	EFM-19	0	2
AZD7762	Afatinib	EFM-192A	0	2
PD173074	Sorafenib	EVSA-T	0	2
Oxaliplatin	Taselisib	AsPC-1	0	2
MK-1775	AZD7762	EVSA-T	1	2
Axitinib	Pictilisib	EFM-19	0	2
Sapitinib	Afatinib	BT-20	0	2
AZD7762	Sapitinib	RKO	0	2
Sapitinib	Pictilisib	HCC1419	0	2
Luminespib	RO-3306	HCC2218	0	2
Cisplatin	SCH772984	PANC-10-05	0	2
Sapitinib	AZD8055	MCF7	0	2
SB216763	BMS-754807	RKO	0	2
Lapatinib	AZD8055	MDA-MB-361	0	2
Axitinib	Alisertib	BT-20	0	2
5-Fluorouracil	Vorinostat	EVSA-T	0	2
Pictilisib	ZM447439	EFM-19	0	2
Linsitinib	Alpelisib	MCF7	0	2
Galunisertib	Linsitinib	PA-TU-8902	0	2
Dasatinib	Sorafenib	PANC-03-27	0	2
Afatinib	Sapitinib	LoVo	0	2
5-Fluorouracil	Olaparib	SNU-C2B	0	2
Trametinib	Taselisib	AsPC-1	0	2
Sorafenib	5-Fluorouracil	Hs-766T	0	2
Vorinostat	AZD8055	MCF7	0	2
Crizotinib	AZD4547	LoVo	0	2
Dabrafenib	AZD7762	SW1463	1	2
Gemcitabine	MK-2206	MCF7	0	2
Axitinib	Venetoclax	MCF7	0	2
Taselisib	Olaparib	PANC-03-27	0	2
BMS-754807	Vinorelbine	SW1417	0	2
Crizotinib	5-Fluorouracil	RKO	0	2
Docetaxel	Trametinib	EVSA-T	0	2
Vorinostat	Olaparib	BT-20	0	2
Dactolisib	Sorafenib	AsPC-1	0	2
Vinorelbine	Camptothecin	LS-411N	0	2
Galunisertib	LGK974	CAPAN-1	0	2
Navitoclax	PF-4708671	HCC1937	0	2
Olaparib	Camptothecin	EVSA-T	0	2
Luminespib	Navitoclax	HCC1419	0	2
Docetaxel	Wee1 Inhibitor	HCC2218	0	2
Luminespib	Docetaxel	MDA-MB-361	0	2
Taselisib	AZD8055	SW837	0	2
Axitinib	Entinostat	HCC1937	0	2
Camptothecin	AZD8055	LS-411N	0	2
MK-1775	Wee1 Inhibitor	BT-20	0	2
AZD7762	Taselisib	MDA-MB-361	0	2
AZD7762	Wee1 Inhibitor	MCF7	0	2
Camptothecin	AZD7762	SW837	1	2
AZD8055	Afatinib	LS-411N	0	2
Palbociclib	Camptothecin	HCC1419	0	2
AZD7762	MK-2206	MDA-MB-361	0	2
Navitoclax	Luminespib	EFM-192A	0	2
Camptothecin	Oxaliplatin	HT55	0	2
LGK974	Paclitaxel	PANC-03-27	0	2
PD173074	MK-2206	EVSA-T	0	2
Gemcitabine	NU7441	MDA-MB-361	0	2
Taselisib	5-Fluorouracil	MDA-MB-361	0	2
Lapatinib	Navitoclax	HCC1937	0	2
Erlotinib	MK-1775	AsPC-1	0	2
Crizotinib	Doramapimod	BT-20	0	2
Pictilisib	Luminespib	MDA-MB-361	0	2
Sapitinib	AZD8055	SW1417	0	2
Linsitinib	Cisplatin	HCC2218	0	2
Luminespib	AZD7762	HCC2218	0	2
Temozolomide	Luminespib	HCC1419	0	2
SCH772984	Palbociclib	HT55	0	2
MK-1775	Tozasertib	EFM-192A	0	2
Lapatinib	Crizotinib	BT-20	1	2
Taselisib	Nilotinib	HCC2218	0	2
Dasatinib	LGK974	PA-TU-8902	0	2
Navitoclax	Erlotinib	PANC-02-03	0	2
Pictilisib	Uprosertib	EFM-19	0	2
MK-1775	AZD7762	BT-20	1	2
5-Fluorouracil	GSK269962A	HCC1937	0	2
Vinorelbine	AZD4547	SNU-C2B	0	2
5-Fluorouracil	Oxaliplatin	RKO	0	2
MK-1775	KU-55933	EVSA-T	0	2
Gemcitabine	Cisplatin	EFM-192A	0	2
Docetaxel	Entinostat	HCC1937	0	2
Pictilisib	Camptothecin	EVSA-T	0	2
Trametinib	MK-1775	EFM-192A	0	2
Oxaliplatin	Sorafenib	CAPAN-1	0	2
Trametinib	Cisplatin	CAPAN-1	0	2
Olaparib	Erlotinib	PANC-02-03	0	2
PD173074	MK-2206	MCF7	0	2
AZD7762	BI-2536	BT-20	0	2
MK-1775	LGK974	LoVo	0	2
AZD8055	Sapitinib	LS-411N	0	2
Dabrafenib	5-Fluorouracil	LS-411N	0	2
Olaparib	Erlotinib	Hs-766T	0	2
Trametinib	Vorinostat	MDA-MB-361	0	2
Navitoclax	Cisplatin	BT-20	0	2
Palbociclib	KU-55933	MCF7	0	2
AZD7762	Linsitinib	SW48	0	2
Trametinib	AZD4547	HT55	0	2
Olaparib	PF-4708671	MCF7	0	2
AZD7762	AZD8055	EVSA-T	1	2
Pictilisib	Sorafenib	BT-20	0	2
MK-1775	Taselisib	MDA-MB-361	0	2
Dasatinib	SCH772984	AsPC-1	0	2
Axitinib	Venetoclax	EFM-19	0	2
5-Fluorouracil	Palbociclib	EFM-19	0	2
Linsitinib	Axitinib	EFM-19	0	2
Taselisib	MK-2206	PA-TU-8902	0	2
Taselisib	Paclitaxel	PANC-02-03	0	2
PD173074	Camptothecin	HCC1937	0	2
5-Fluorouracil	AZD8055	HCC2218	0	2
Lapatinib	Pictilisib	HCC2218	0	2
Crizotinib	AZD8055	MCF7	0	2
Luminespib	Crizotinib	HCC1419	0	2
MK-1775	Navitoclax	EFM-192A	1	2
Sorafenib	Dactolisib	PANC-10-05	0	2
Navitoclax	SCH772984	Hs-766T	0	2
Afatinib	Vinorelbine	LoVo	0	2
Bortezomib	Nilotinib	BT-20	0	2
Temozolomide	Afatinib	EFM-19	0	2
MK-1775	AZD7762	MDA-MB-361	0	2
Crizotinib	Ribociclib	EVSA-T	0	2
MK-1775	Sorafenib	EFM-19	0	2
Sorafenib	Galunisertib	PANC-10-05	0	2
MK-2206	Ribociclib	MDA-MB-361	0	2
Olaparib	Alisertib	HCC2218	0	2
AZD7762	RO-3306	HCC1419	0	2
Olaparib	Navitoclax	EFM-19	0	2
Olaparib	AZD7762	PANC-03-27	0	2
Luminespib	Vorinostat	BT-20	0	2
Taselisib	MK-2206	MDA-MB-361	0	2
MK-2206	AZD4547	SW48	0	2
Sorafenib	Cisplatin	PA-TU-8902	0	2
OSI-027	Olaparib	CAPAN-1	0	2
SB216763	LGK974	SW837	0	2
MK-2206	SB216763	RKO	0	2
LGK974	SB216763	SW1463	0	2
Pictilisib	MK-1775	EFM-192A	0	2
AZD8055	Navitoclax	LoVo	0	2
Palbociclib	PD173074	HCC2218	0	2
Trametinib	Nilotinib	HCC2218	0	2
AZD7762	MK-2206	RKO	0	2
Axitinib	Uprosertib	EFM-192A	0	2
Navitoclax	Wee1 Inhibitor	BT-20	1	2
Vinorelbine	AZD7762	RKO	0	2
Sorafenib	Cisplatin	AsPC-1	0	2
Crizotinib	Navitoclax	LS-411N	1	2
MK-1775	Camptothecin	EVSA-T	1	2
Afatinib	AZD4547	LS-411N	0	2
Olaparib	Gemcitabine	CAPAN-1	0	2
Erlotinib	Cisplatin	PA-TU-8902	0	2
Crizotinib	Linsitinib	HCC1937	0	2
MK-2206	Oxaliplatin	PANC-03-27	0	2
Pictilisib	Cisplatin	EVSA-T	0	2
Oxaliplatin	SCH772984	SW48	0	2
Olaparib	Vorinostat	EFM-19	0	2
Trametinib	Temozolomide	MCF7	0	2
Ruxolitinib	MK-2206	Hs-766T	0	2
Linsitinib	Oxaliplatin	LS-411N	0	2
5-Fluorouracil	AZD7762	SW1463	0	2
Erlotinib	Palbociclib	CAPAN-1	0	2
Bortezomib	Gemcitabine	BT-20	0	2
Taselisib	MK-2206	Hs-766T	0	2
Navitoclax	Vorinostat	HCC2218	0	2
MK-1775	ZM447439	BT-20	0	2
Bortezomib	Axitinib	HCC1937	0	2
Afatinib	SB505124	SW837	0	2
Galunisertib	LGK974	PA-TU-8902	0	2
MK-2206	LGK974	LS-411N	0	2
Docetaxel	Paclitaxel	MCF7	0	2
Cisplatin	RO-3306	HCC1937	0	2
Camptothecin	LGK974	LS-411N	0	2
PD173074	Gemcitabine	BT-20	0	2
Luminespib	SCH772984	MCF7	0	2
LGK974	Dactolisib	PANC-10-05	0	2
Lapatinib	Bortezomib	EFM-192A	0	2
AZD7762	OSI-027	BT-20	0	2
Navitoclax	Olaparib	PANC-03-27	0	2
Taselisib	PD173074	EVSA-T	0	2
Olaparib	Entinostat	MCF7	0	2
Dabrafenib	LGK974	SNU-C2B	0	2
SCH772984	Camptothecin	SNU-C2B	0	2
Cisplatin	Luminespib	HCC1937	0	2
Trametinib	SB216763	MCF7	0	2
Paclitaxel	Cisplatin	AsPC-1	0	2
Taselisib	Palbociclib	Hs-766T	0	2
Vorinostat	Gemcitabine	MCF7	0	2
Pictilisib	Bortezomib	HCC1419	0	2
5-Fluorouracil	AZD8055	MDA-MB-361	0	2
Docetaxel	AZD8055	EFM-192A	0	2
Vorinostat	Alpelisib	HCC2218	0	2
Luminespib	Venetoclax	HCC2218	0	2
Taselisib	Crizotinib	MDA-MB-361	0	2
Olaparib	Temozolomide	HCC1937	0	2
AZD7762	KU-55933	MCF7	1	2
MK-1775	Dabrafenib	HCC2218	0	2
Linsitinib	Dabrafenib	HCC2218	0	2
5-Fluorouracil	Palbociclib	EVSA-T	0	2
PD173074	Linsitinib	BT-20	0	2
5-Fluorouracil	JQ1	HCC1937	0	2
Linsitinib	Irinotecan	PANC-02-03	0	2
SB505124	Crizotinib	SW1417	0	2
AZD7762	GSK269962A	HCC1419	0	2
Navitoclax	Afatinib	RKO	0	2
LGK974	SCH772984	Hs-766T	0	2
Bortezomib	Wee1 Inhibitor	BT-20	0	2
Palbociclib	SCH772984	HT55	0	2
LGK974	OSI-027	PA-TU-8902	0	2
PD173074	Dabrafenib	HCC1937	0	2
Trametinib	Palbociclib	PANC-03-27	0	2
MK-2206	SCH772984	LoVo	0	2
Cisplatin	Ribociclib	BT-20	0	2
MK-2206	SCH772984	CAPAN-1	1	2
5-Fluorouracil	NU7441	HCC1937	0	2
MK-2206	Alpelisib	HCC2218	0	2
Oxaliplatin	Crizotinib	CAPAN-1	0	2
Trametinib	SCH772984	HCC1419	0	2
Olaparib	Ruxolitinib	PANC-02-03	0	2
Crizotinib	5-Fluorouracil	SW837	0	2
Linsitinib	Cisplatin	CAPAN-1	0	2
AZD7762	Galunisertib	PANC-02-03	0	2
PD173074	Sapitinib	HCC2218	0	2
Temozolomide	Doramapimod	EVSA-T	0	2
Luminespib	Sapitinib	HCC1419	0	2
AZD7762	Venetoclax	BT-20	0	2
Paclitaxel	MK-1775	Hs-766T	0	2
Sapitinib	Temozolomide	EVSA-T	0	2
Taselisib	Trametinib	PANC-02-03	0	2
Luminespib	AZD6482	EVSA-T	1	2
Crizotinib	Trametinib	SNU-C2B	0	2
Gemcitabine	Dasatinib	Hs-766T	0	2
5-Fluorouracil	SB216763	EVSA-T	0	2
Vorinostat	Ribociclib	HCC2218	0	2
AZD7762	Navitoclax	HCC1937	0	2
Cisplatin	Sapitinib	EFM-192A	0	2
Trametinib	Venetoclax	EFM-192A	0	2
Luminespib	Pictilisib	MCF7	0	2
Vorinostat	Pictilisib	HCC2218	0	2
Temozolomide	Olaparib	EFM-192A	0	2
MK-1775	Dactolisib	CAPAN-1	0	2
Pictilisib	OSI-027	HCC1937	0	2
MK-1775	SCH772984	AsPC-1	0	2
Temozolomide	Dabrafenib	HCC1937	0	2
Sapitinib	KU-55933	HCC1937	0	2
PD173074	NU7441	EFM-192A	0	2
Sapitinib	SB216763	HCC1419	0	2
Axitinib	Temozolomide	MCF7	0	2
Axitinib	Nilotinib	HCC1419	0	2
Navitoclax	MK-1775	CAPAN-1	1	2
Erlotinib	SCH772984	PANC-03-27	0	2
MK-2206	AZD8055	SW1463	0	2
Axitinib	Paclitaxel	EFM-19	0	2
Sapitinib	Trametinib	EFM-19	0	2
Taselisib	MK-1775	SW1417	0	2
5-Fluorouracil	Tozasertib	MCF7	0	2
Linsitinib	Olaparib	SW837	0	2
Crizotinib	Tozasertib	HCC2218	0	2
Palbociclib	Taselisib	HCC1937	0	2
Sapitinib	Paclitaxel	MDA-MB-361	0	2
Gemcitabine	Erlotinib	PANC-10-05	0	2
OSI-027	Nilotinib	HCC1937	0	2
Docetaxel	PF-4708671	EFM-19	0	2
5-Fluorouracil	NU7441	EVSA-T	0	2
Linsitinib	SCH772984	Hs-766T	0	2
MK-1775	ZM447439	EVSA-T	0	2
SCH772984	MK-1775	SW1417	0	2
AZD8055	Navitoclax	SW1463	0	2
Trametinib	Taselisib	PANC-03-27	1	2
AZD7762	JQ1	MCF7	0	2
Palbociclib	Docetaxel	HCC1937	0	2
Navitoclax	BI-2536	EVSA-T	0	2
MK-2206	Vorinostat	MDA-MB-361	0	2
Pictilisib	Alpelisib	EVSA-T	0	2
Cisplatin	Docetaxel	MCF7	0	2
Olaparib	PD173074	MCF7	0	2
MK-2206	JQ1	EVSA-T	0	2
Linsitinib	Ribociclib	MDA-MB-361	0	2
SCH772984	MK-2206	PA-TU-8902	1	2
Cisplatin	OSI-027	AsPC-1	0	2
Bortezomib	Vorinostat	EFM-19	0	2
Olaparib	Afatinib	HCC2218	0	2
AZD8055	Crizotinib	HT55	0	2
MK-1775	Vinorelbine	SW48	0	2
Vinorelbine	Camptothecin	SW1417	0	2
5-Fluorouracil	Vinorelbine	RKO	0	2
Luminespib	Paclitaxel	EFM-192A	0	2
MK-1775	Palbociclib	SNU-C2B	0	2
Lapatinib	Sorafenib	BT-20	0	2
Palbociclib	Vorinostat	EVSA-T	0	2
Sapitinib	SB216763	LS-411N	0	2
Paclitaxel	Ruxolitinib	PANC-02-03	0	2
Palbociclib	AZD6482	EFM-192A	0	2
Trametinib	Navitoclax	LoVo	0	2
Cisplatin	Gemcitabine	EFM-192A	0	2
MK-2206	NU7441	MCF7	0	2
Sapitinib	BMS-754807	SW837	1	2
SCH772984	Irinotecan	CAPAN-1	0	2
AZD4547	5-Fluorouracil	RKO	0	2
Bortezomib	Pictilisib	HCC1419	0	2
Luminespib	Trametinib	BT-20	0	2
Sapitinib	SB216763	EVSA-T	0	2
Afatinib	Crizotinib	LoVo	0	2
5-Fluorouracil	AZD7762	SW1417	0	2
Crizotinib	Doramapimod	HCC2218	0	2
Dasatinib	Crizotinib	PANC-10-05	0	2
Trametinib	MK-2206	SW48	0	2
Trametinib	Linsitinib	SW1417	0	2
Cisplatin	Alisertib	MCF7	0	2
Gemcitabine	Cisplatin	PA-TU-8902	0	2
PD173074	Gemcitabine	HCC2218	0	2
Linsitinib	Entinostat	BT-20	0	2
Dactolisib	Crizotinib	Hs-766T	0	2
SB216763	Palbociclib	SW1463	1	2
MK-2206	Taselisib	MCF7	0	2
5-Fluorouracil	AZD8055	SW1417	0	2
SB505124	LGK974	SW1463	0	2
Navitoclax	Bortezomib	EFM-192A	0	2
